income_status,development_status,parent,continent,location,iso_code,date,population,first_dose,last_dose,booster_dose,partially_vaccinated,total_vaccinations,total_vaccinations_per_million,partially_vaccinated_per_million,fully_vaccinated_per_million,first_dose_per_million,last_dose_per_million,booster_dose_per_million
Middle income,Developing,world,Asia,Sri Lanka,LKA,2021-07,21497310,10616683,2646042,0,7970641,13262725,616948.1205,370773.8782,123087.1211,493860.9994,123087.1211,0
Middle income,Developing,world,Asia,Sri Lanka,LKA,2021-08,21497310,12604733,8801182,0,3803551,21405915,995748.5378,176931.4858,409408.526,586340.0118,409408.526,0
Middle income,Developing,world,Asia,Sri Lanka,LKA,2021-09,21497310,15876907,13665555,0,2211352,29542462,1374239.94,102866.4517,635686.7441,738553.1957,635686.7441,0
Middle income,Developing,world,Asia,Sri Lanka,LKA,2021-11,21497310,15962904,13801586,2058791,2161318,31823281,1480337.819,100538.9977,642014.559,742553.5567,642014.559,95769.70328
Middle income,Developing,world,Asia,Sri Lanka,LKA,2021-12,21497310,15994113,13845349,4052911,2148764,33892373,1576586.699,99955.01763,644050.3021,744005.3197,644050.3021,188531.0767
Middle income,Developing,world,Asia,Sri Lanka,LKA,2022-02,21575842,16905200,14177937,7193381,2727263,38276518,1774045.157,126403.5489,657120.9133,783524.4622,657120.9133,333399.7811
Middle income,Developing,world,Asia,Sri Lanka,LKA,2022-04,21575842,17066140,14461165,7970425,2604975,39497730,1830646.053,120735.7284,670248.0024,790983.7308,670248.0024,369414.32
Low income,Least developed,world,Africa,Sudan,SDN,2022-01,45992020,3194518,1436636,0,1757882,4631154,100694.7292,38221.45668,31236.63627,69458.09295,31236.63627,0
Low income,Least developed,world,Africa,Sudan,SDN,2022-02,45992020,3782723,945109,50547,2837614,4778379,103895.828,61697.96413,20549.4127,82247.37683,20549.4127,1099.038485
Low income,Least developed,world,Africa,Sudan,SDN,2022-03,45992020,4516148,1190106,37644,3326042,5743898,124889.0134,72317.80644,25876.35855,98194.16499,25876.35855,818.4898163
Low income,Least developed,world,Africa,Sudan,SDN,2022-04,45992020,4537913,1200814,38678,3337099,5777405,125617.5528,72558.21771,26109.18155,98667.39926,26109.18155,840.9719773
Low income,Least developed,world,Africa,Sudan,SDN,2022-05,45992020,5873864,3742065,38261,2131799,9654190,209910.1105,46351.4975,81363.3539,127714.8514,81363.3539,831.905187
Middle income,Developing,world,South America,Suriname,SUR,2021-04,591800,39832,65,0,39767,39897,67416.35688,67196.68807,109.8344035,67306.52247,109.8344035,0
Middle income,Developing,world,South America,Suriname,SUR,2021-09,591800,42693,211664,0,-168971,254357,429802.2981,-285520.4461,357661.3721,72140.92599,357661.3721,0
High income,Developed economy,world,Europe,Sweden,SWE,2021-02,10160169,610578,441883,2371449,168695,3423910,336993.4102,16603.5624,43491.69783,60095.26023,43491.69783,233406.4522
High income,Developed economy,world,Europe,Sweden,SWE,2021-03,10160169,1378806,708179,2434940,670627,4521925,445063.9551,66005.49656,69701.49808,135706.9946,69701.49808,239655.4624
High income,Developed economy,world,Europe,Sweden,SWE,2021-04,10160169,2808519,930839,2434940,1877680,6174298,607696.3877,184807.9496,91616.48788,276424.4374,91616.48788,239655.4624
High income,Developed economy,world,Europe,Sweden,SWE,2021-05,10160169,4090584,2054358,2434940,2036226,8579882,844462.5281,200412.6112,202197.2272,402609.8385,202197.2272,239655.4624
High income,Developed economy,world,Europe,Sweden,SWE,2021-06,10160169,5362749,3605871,2434940,1756878,11403560,1122378.968,172918.1867,354902.6596,527820.8463,354902.6596,239655.4624
High income,Developed economy,world,Europe,Sweden,SWE,2021-07,10160169,6479203,4441306,2434940,2037897,13355449,1314490.832,200577.077,437129.1462,637706.2232,437129.1462,239655.4624
High income,Developed economy,world,Europe,Sweden,SWE,2021-08,10160169,6995827,6174081,2435237,821746,15605145,1535913.92,80879.16648,607675.0298,688554.1963,607675.0298,239684.6942
High income,Developed economy,world,Europe,Sweden,SWE,2021-09,10160169,7196271,6807997,2463950,388274,16468218,1620860.637,38215.30921,670067.2991,708282.6083,670067.2991,242510.7299
High income,Developed economy,world,Europe,Sweden,SWE,2022-02,10218971,7255836,7096206,5018496,159630,19370538,1895546.822,15620.94657,694414.9269,710035.8735,694414.9269,491096.0213
High income,Developed economy,world,Europe,Sweden,SWE,2022-03,10218971,7264064,7111598,5205898,152466,19581560,1916196.846,14919.89751,695921.1451,710841.0426,695921.1451,509434.6583
High income,Developed economy,world,Europe,Sweden,SWE,2022-04,10218971,7269198,7119850,5307404,149348,19696452,1927439.857,14614.77873,696728.6628,711343.4415,696728.6628,519367.7524
High income,Developed economy,world,Europe,Sweden,SWE,2022-05,10218971,7273458,7126064,5390488,147394,19790010,1936595.182,14423.56574,697336.7475,711760.3132,697336.7475,527498.1209
High income,Developed economy,world,Europe,Sweden,SWE,2021-10,10160169,7325289,7040326,2719986,284963,17085601,1681625.67,28047.07284,692933.9463,720981.0191,692933.9463,267710.7044
High income,Developed economy,world,Europe,Sweden,SWE,2021-12,10160169,7393119,7129658,0,263461,14522777,1429383.409,25930.76946,701726.3197,727657.0892,701726.3197,0
High income,Developed economy,world,Europe,Sweden,SWE,2021-11,10160169,7442500,7233212,3930075,209288,18605787,1831247.787,20598.86996,711918.473,732517.343,711918.473,386811.9713
High income,Developed economy,world,Europe,Sweden,SWE,2022-01,10218971,7516851,7308771,4367775,208080,19193397,1878212.298,20362.12844,715215.9449,735578.0734,715215.9449,427418.2792
High income,Developed economy,world,Europe,Switzerland,CHE,2021-02,8715494,657531,488002,0,169529,1145533,131436.3821,19451.45049,55992.46583,75443.91632,55992.46583,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-03,8715494,1114590,828160,0,286430,1942750,222907.6172,32864.45955,95021.57881,127886.0384,95021.57881,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-04,8715494,1978910,1198414,0,780496,3177324,364560.4024,89552.69776,137503.8523,227056.5501,137503.8523,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-05,8715494,3524422,2294132,0,1230290,5818554,667610.35,141161.2469,263224.5516,404385.7984,263224.5516,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-06,8715494,4539241,3468487,0,1070754,8007728,918792.2107,122856.3751,397967.9178,520824.2929,397967.9178,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-07,8715494,4839311,4418172,0,421139,9257483,1062186.836,48320.72628,506933.0551,555253.7814,506933.0551,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-08,8715494,5222018,4758297,0,463721,9980315,1145123.271,53206.50786,545958.3817,599164.8896,545958.3817,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-09,8715494,5685475,5056306,0,629169,10741781,1232492.501,72189.71179,580151.3947,652341.1065,580151.3947,0
High income,Developed economy,world,Europe,Switzerland,CHE,2022-04,8773637,5748862,5410114,3718965,338748,14877941,1695755.25,38609.75785,616632.9881,655242.746,616632.9881,423879.5154
High income,Developed economy,world,Europe,Switzerland,CHE,2022-05,8773637,5749845,5411377,3738974,338468,14900196,1698291.826,38577.84406,616776.9421,655354.7862,616776.9421,426160.0976
High income,Developed economy,world,Europe,Switzerland,CHE,2021-10,8715494,5851456,5477943,0,373513,11329399,1299914.727,42856.20528,628529.2606,671385.4659,628529.2606,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-12,8715494,5943483,5481338,0,462145,11424821,1310863.274,53025.68047,628918.7968,681944.4773,628918.7968,0
High income,Developed economy,world,Europe,Switzerland,CHE,2021-11,8715494,5986488,5671185,0,315303,11657673,1337580.291,36177.29529,650701.4978,686878.7931,650701.4978,0
High income,Developed economy,world,Europe,Switzerland,CHE,2022-01,8773637,6069688,5763137,0,306551,11832825,1348679.573,34940.01404,656869.7793,691809.7934,656869.7793,0
High income,Developed economy,world,Europe,Switzerland,CHE,2022-03,8773637,6079072,5699953,3749629,379119,15528654,1769922.097,43211.15633,649668.2049,692879.3612,649668.2049,427374.5312
High income,Developed economy,world,Europe,Switzerland,CHE,2022-02,8773637,6079086,5821016,0,258070,11900102,1356347.658,29414.25546,663466.7014,692880.9569,663466.7014,0
Low income,Developing,world,Asia,Syria,SYR,2021-06,18275702,105417,0,0,105417,105417,5768.15052,5768.15052,0,5768.15052,0,0
Low income,Developing,world,Asia,Syria,SYR,2021-10,18275702,737522,512498,0,225024,1250020,68397.91982,12312.7418,28042.58901,40355.33081,28042.58901,0
Low income,Developing,world,Asia,Syria,SYR,2021-12,18275702,1022191,726576,0,295615,1748767,95688.08903,16175.30205,39756.39349,55931.69554,39756.39349,0
Low income,Developing,world,Asia,Syria,SYR,2022-01,19364809,1690668,869303,2427,821365,2562398,132322.3999,42415.34218,44890.86363,87306.20581,44890.86363,125.3304383
Low income,Developing,world,Asia,Syria,SYR,2022-02,19364809,1901864,1087835,7193,814029,2996892,154759.6984,42036.51066,56175.87036,98212.38103,56175.87036,371.4469892
Low income,Developing,world,Asia,Syria,SYR,2022-03,19364809,1978006,1160045,7831,817961,3145882,162453.5517,42239.5594,59904.79947,102144.3589,59904.79947,404.3933508
Low income,Developing,world,Asia,Syria,SYR,2022-04,19364809,2065619,1300805,11328,764814,3377752,174427.3336,39495.04485,67173.65506,106668.6999,67173.65506,584.978659
Low income,Developing,world,Asia,Syria,SYR,2022-05,19364809,2587350,1678742,21460,908608,4287552,221409.465,46920.57639,86690.34639,133610.9228,86690.34639,1108.1958
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-02,9749627,1165293,1249893,404146,-84600,2819332,289173.3191,-8677.255038,128199.0583,119521.8032,128199.0583,41452.45762
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-03,9749627,1222665,1431061,589040,-208396,3242766,332604.1089,-21374.76644,146781.1025,125406.3361,146781.1025,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-04,9749627,1272034,1431061,589040,-159027,3292135,337667.7898,-16311.08554,146781.1025,130470.017,146781.1025,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-05,9749627,1292019,1444608,589040,-152589,3325667,341107.1008,-15650.75259,148170.5916,132519.839,148170.5916,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-06,9749627,1534458,1462987,589040,71471,3586485,367858.6883,7330.639418,150055.6893,157386.3287,150055.6893,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-07,9749627,1958790,1487362,589040,471428,4035192,413881.6798,48353.43957,152555.785,200909.2245,152555.785,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-08,9749627,3288414,2412193,589040,876221,6289647,645116.6798,89872.2587,247413.8754,337286.1341,247413.8754,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-12,9749627,3520397,2766948,0,753449,6287345,644880.5683,77279.77696,283800.3956,361080.1726,283800.3956,0
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-09,9749627,3672349,3281218,589040,391131,7542607,773630.3143,40117.53475,336548.0546,376665.5894,336548.0546,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-10,9749627,3899587,3529329,589040,370258,8017956,822385.9231,37976.63234,361996.3102,399972.9426,361996.3102,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2021-11,9749627,4326482,4023891,589040,302591,8939413,916897.949,31036.16169,412722.5585,443758.7202,412722.5585,60416.6703
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2022-01,9957464,4659726,3871743,69234,787983,8600703,863744.3229,79134.90825,388828.2197,467963.128,388828.2197,6952.975175
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2022-02,9957464,5053081,4479355,589040,573726,10121476,1016471.262,57617.68257,449848.9776,507466.6602,449848.9776,59155.62436
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2022-03,9957464,5148083,4853514,1317345,294569,11318942,1136729.392,29582.73311,487424.7097,517007.4429,487424.7097,132297.2395
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2022-04,9957464,5182002,4959462,2130535,222540,12271999,1232442.216,22349.06398,498064.7683,520413.8323,498064.7683,213963.6156
Middle income,Economy in transition,world,Asia,Tajikistan,TJK,2022-05,9957464,5189877,4976770,2337505,213107,12504152,1255756.687,21401.73442,499802.9619,521204.6963,499802.9619,234749.0285
Middle income,Developing,world,Asia,Thailand,THA,2021-04,69950850,949124,175029,0,774095,1124153,16070.61244,11066.2701,2502.171167,13568.44127,2502.171167,0
Middle income,Developing,world,Asia,Thailand,THA,2021-05,69950850,3243913,1391028,0,1852885,4634941,66259.96682,26488.38434,19885.79124,46374.17558,19885.79124,0
Middle income,Developing,world,Asia,Thailand,THA,2021-06,69950850,7721150,2949747,0,4771403,10670897,152548.4966,68210.79372,42168.85141,110379.6451,42168.85141,0
Middle income,Developing,world,Asia,Thailand,THA,2021-07,69950850,14207477,3991348,0,10216129,18198825,260165.8879,146047.246,57059.32094,203106.567,57059.32094,0
Middle income,Developing,world,Asia,Thailand,THA,2021-08,69950850,23401465,7780973,0,15620492,31182438,445776.3987,223306.6789,111234.8599,334541.5388,111234.8599,0
Middle income,Least developed,world,Asia,Timor,TLS,2021-04,1343873,28564,0,0,28564,28564,21254.98466,21254.98466,0,21254.98466,0,0
Middle income,Least developed,world,Asia,Timor,TLS,2021-05,1343873,91426,12,0,91414,91438,68040.65563,68022.7968,8.929415205,68031.72621,8.929415205,0
Middle income,Least developed,world,Asia,Timor,TLS,2021-06,1343873,230851,32035,0,198816,262886,195618.1871,147942.5511,23837.81801,171780.3691,23837.81801,0
Middle income,Least developed,world,Asia,Timor,TLS,2021-07,1343873,311011,108109,0,202902,419120,311874.7084,150983.017,80445.8457,231428.8627,80445.8457,0
Middle income,Least developed,world,Asia,Timor,TLS,2021-08,1343873,395842,208693,0,187149,604535,449845.3351,139260.9272,155292.204,294553.1311,155292.204,0
Middle income,Least developed,world,Asia,Timor,TLS,2021-09,1343873,568582,366244,0,202338,934826,695620.7915,150563.3345,272528.7285,423092.063,272528.7285,0
Middle income,Least developed,world,Asia,Timor,TLS,2022-01,1369429,672321,564585,5660,107736,1242566,907360.6591,78672.20571,412277.6719,490949.8776,412277.6719,4133.109493
Middle income,Least developed,world,Asia,Timor,TLS,2022-02,1369429,679794,573298,11591,106496,1264683,923511.186,77766.71883,418640.1778,496406.8966,418640.1778,8464.111685
Low income,Least developed,world,Africa,Togo,TGO,2021-04,8478250,244823,0,0,244823,244823,28876.596,28876.596,0,28876.596,0,0
Low income,Least developed,world,Africa,Togo,TGO,2021-05,8478250,270784,46677,0,224107,317461,37444.16595,26433.16722,5505.499366,31938.66659,5505.499366,0
Low income,Least developed,world,Africa,Togo,TGO,2021-06,8478250,270784,71502,0,199282,342286,40372.24663,23505.08654,8433.580043,31938.66659,8433.580043,0
Low income,Least developed,world,Africa,Togo,TGO,2021-07,8478250,321139,153637,0,167502,474776,55999.29231,19756.67148,18121.31041,37877.98189,18121.31041,0
Low income,Least developed,world,Africa,Togo,TGO,2021-08,8478250,414249,237692,0,176557,651941,76895.70371,20824.69849,28035.50261,48860.2011,28035.50261,0
Low income,Least developed,world,Africa,Togo,TGO,2021-09,8478250,720739,404932,0,315807,1125671,132771.6215,37249.07852,47761.27149,85010.35001,47761.27149,0
Low income,Least developed,world,Africa,Togo,TGO,2021-10,8478250,950793,462111,0,488682,1412904,166650.429,57639.48928,54505.46988,112144.9592,54505.46988,0
Low income,Least developed,world,Africa,Togo,TGO,2021-11,8478250,1281856,649079,0,632777,1930935,227751.5997,74635.33158,76558.13405,151193.4656,76558.13405,0
Low income,Least developed,world,Africa,Togo,TGO,2021-12,8478250,1391738,1020872,0,370866,2412610,284564.6212,43743.22531,120410.698,164153.9233,120410.698,0
Low income,Least developed,world,Africa,Togo,TGO,2022-01,8680837,1415448,1075383,0,340065,2490831,286934.4281,39174.21788,123880.1051,163054.323,123880.1051,0
Low income,Least developed,world,Africa,Togo,TGO,2022-03,8680837,1558542,1557538,0,1004,3116080,358960.7776,115.6570501,179422.5603,179538.2173,179422.5603,0
Low income,Least developed,world,Africa,Togo,TGO,2022-04,8680837,2037429,1557538,0,479891,3594967,414126.7714,55281.65084,179422.5603,234704.2111,179422.5603,0
Low income,Least developed,world,Africa,Togo,TGO,2022-05,8680837,2086764,1557538,58601,529226,3702903,426560.5955,60964.85857,179422.5603,240387.4189,179422.5603,6750.616329
Low income,Least developed,world,Africa,Togo,TGO,2022-06,8680837,2092750,1557538,87104,535212,3737392,430533.5995,61654.42342,179422.5603,241076.9837,179422.5603,10034.05547
Low income,Least developed,world,Oceania,Tokelau,TKL,2021-07,1373,953,0,0,953,953,694100.5098,694100.5098,0,694100.5098,0,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2021-08,1373,961,7,0,954,968,705025.4916,694828.842,5098.324836,699927.1668,5098.324836,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2022-01,1378,968,968,0,0,1936,1404934.688,0,702467.344,702467.344,702467.344,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2022-02,1378,968,968,0,0,1936,1404934.688,0,702467.344,702467.344,702467.344,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2022-03,1378,968,968,0,0,1936,1404934.688,0,702467.344,702467.344,702467.344,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2021-09,1373,968,968,0,0,1936,1410050.983,0,705025.4916,705025.4916,705025.4916,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2021-10,1373,968,968,0,0,1936,1410050.983,0,705025.4916,705025.4916,705025.4916,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2021-11,1373,968,968,0,0,1936,1410050.983,0,705025.4916,705025.4916,705025.4916,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2021-12,1373,968,968,0,0,1936,1410050.983,0,705025.4916,705025.4916,705025.4916,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2022-04,1378,1339,1337,0,2,2676,1941944.848,1451.37881,970246.7344,971698.1132,970246.7344,0
Low income,Least developed,world,Oceania,Tokelau,TKL,2022-05,1378,1339,1337,0,2,2676,1941944.848,1451.37881,970246.7344,971698.1132,970246.7344,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-05,106760,28667,0,0,28667,28667,268518.1716,268518.1716,0,268518.1716,0,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-06,106760,28682,588,0,28094,29270,274166.3544,263150.9929,5507.680779,268658.6737,5507.680779,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-07,106760,28790,16759,0,12031,45549,426648.5575,112692.0195,156978.269,269670.2885,156978.269,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-08,106760,41130,27274,0,13856,68404,640726.864,129786.4369,255470.2136,385256.6504,255470.2136,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-09,106760,46985,27518,0,19467,74503,697855.0019,182343.5744,257755.7138,440099.2881,257755.7138,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-10,106760,54529,37178,0,17351,91707,859001.4987,162523.417,348239.0408,510762.4578,348239.0408,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-11,106760,73296,46239,0,27057,119535,1119660.922,253437.6171,433111.6523,686549.2694,433111.6523,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-12,106760,73825,61179,0,12646,135004,1264556.013,118452.604,573051.7048,691504.3087,573051.7048,0
Middle income,Developing,world,Oceania,Tonga,TON,2022-01,107749,73928,63681,0,10247,137609,1277125.542,95100.65059,591012.4456,686113.0962,591012.4456,0
Middle income,Developing,world,Oceania,Tonga,TON,2022-02,107749,75868,69092,0,6776,144960,1345348.913,62886.89454,641231.0091,704117.9036,641231.0091,0
Middle income,Developing,world,Oceania,Tonga,TON,2022-03,107749,75868,69092,0,6776,144960,1345348.913,62886.89454,641231.0091,704117.9036,641231.0091,0
Middle income,Developing,world,Oceania,Tonga,TON,2022-04,107749,180492,166243,0,14249,346735,3217988.102,132242.5266,1542872.788,1675115.314,1542872.788,0
Middle income,Developing,world,Oceania,Tonga,TON,2022-05,107749,180492,166243,0,14249,346735,3217988.102,132242.5266,1542872.788,1675115.314,1542872.788,0
Middle income,Developing,world,Oceania,Tonga,TON,2021-04,106760,222314,0,0,222314,222314,2082371.675,2082371.675,0,2082371.675,0,0
High income,Developing,world,North America,Trinidad and Tobago,TTO,2021-03,1403375,61768,1179,0,60589,62947,44854.01265,43173.7775,840.1175737,44013.89507,840.1175737,0
High income,Developing,world,North America,Trinidad and Tobago,TTO,2021-08,1403375,510548,397692,0,112856,908240,647182.6846,80417.5648,283382.5599,363800.1247,283382.5599,0
Middle income,Developing,world,Africa,Tunisia,TUN,2022-03,12046656,7207023,6349274,1172680,857749,14728977,1222661.044,71202.24899,527056.9692,598259.2182,527056.9692,97344.85653
Middle income,Developing,world,Africa,Tunisia,TUN,2022-04,12046656,7222652,6366918,1223887,855734,14813457,1229673.778,71034.98265,528521.608,599556.5906,528521.608,101595.5797
Middle income,Developing,world,Africa,Tunisia,TUN,2022-05,12046656,7229872,6372301,1264171,857571,14866344,1234063.959,71187.4731,528968.454,600155.9271,528968.454,104939.5783
Middle income,Developing,world,Africa,Tunisia,TUN,2022-01,12046656,8731875,6217064,1020053,2514811,15968992,1325595.418,208755.9402,516082.1393,724838.0795,516082.1393,84675.19949
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-02,6117924,32240,19506,0,12734,51746,8458.097878,2081.425006,3188.336436,5269.761442,3188.336436,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-03,6117924,32240,19506,0,12734,51746,8458.097878,2081.425006,3188.336436,5269.761442,3188.336436,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-04,6117924,32240,19506,0,12734,51746,8458.097878,2081.425006,3188.336436,5269.761442,3188.336436,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-05,6117924,32240,19506,0,12734,51746,8458.097878,2081.425006,3188.336436,5269.761442,3188.336436,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-06,6117924,32240,19506,0,12734,51746,8458.097878,2081.425006,3188.336436,5269.761442,3188.336436,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-07,6117924,32240,19506,0,12734,51746,8458.097878,2081.425006,3188.336436,5269.761442,3188.336436,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-08,6117924,4374694,3206282,0,1168412,7580976,1239141.905,190981.7775,524080.0638,715061.8412,524080.0638,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-09,6117924,4374694,3206282,0,1168412,7580976,1239141.905,190981.7775,524080.0638,715061.8412,524080.0638,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-10,6117924,4374694,3206282,0,1168412,7580976,1239141.905,190981.7775,524080.0638,715061.8412,524080.0638,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-11,6117924,4374694,3206282,0,1168412,7580976,1239141.905,190981.7775,524080.0638,715061.8412,524080.0638,0
Middle income,Economy in transition,world,Asia,Turkmenistan,TKM,2021-12,6117924,4374694,3206282,0,1168412,7580976,1239141.905,190981.7775,524080.0638,715061.8412,524080.0638,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-04,11925,2344,0,0,2344,2344,196561.8449,196561.8449,0,196561.8449,0,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-05,11925,2344,0,0,2344,2344,196561.8449,196561.8449,0,196561.8449,0,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-06,11925,4772,0,0,4772,4772,400167.7149,400167.7149,0,400167.7149,0,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-07,11925,5988,2301,0,3687,8289,695094.3396,309182.3899,192955.9748,502138.3648,192955.9748,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-08,11925,6167,4525,0,1642,10692,896603.7736,137693.9203,379454.9266,517148.847,379454.9266,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-09,11925,6209,4652,0,1557,10861,910775.6813,130566.0377,390104.8218,520670.8595,390104.8218,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2022-01,12060,6230,5884,0,346,12114,1004477.612,28689.88391,487893.864,516583.7479,487893.864,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2022-02,12060,6230,5884,0,346,12114,1004477.612,28689.88391,487893.864,516583.7479,487893.864,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2022-03,12060,6230,5884,0,346,12114,1004477.612,28689.88391,487893.864,516583.7479,487893.864,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-10,11925,6230,5884,0,346,12114,1015849.057,29014.67505,493417.1908,522431.8658,493417.1908,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-11,11925,6230,5884,0,346,12114,1015849.057,29014.67505,493417.1908,522431.8658,493417.1908,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2021-12,11925,6230,5884,0,346,12114,1015849.057,29014.67505,493417.1908,522431.8658,493417.1908,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2022-04,12060,6368,6160,0,208,12528,1038805.97,17247.09784,510779.4362,528026.534,510779.4362,0
Middle income,Least developed,world,Oceania,Tuvalu,TUV,2022-05,12060,6368,6160,0,208,12528,1038805.97,17247.09784,510779.4362,528026.534,510779.4362,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-04,47123531,418938,0,0,418938,418938,8890.208164,8890.208164,0,8890.208164,0,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-05,47123531,677084,28090,0,648994,705174,14964.37098,13772.18528,596.0928522,14368.27813,596.0928522,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-06,47123531,874524,138488,0,736036,1013012,21496.94597,15619.28795,2938.829011,18558.11696,2938.829011,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-07,47123531,889617,232892,0,656725,1122509,23820.56217,13936.24344,4942.159364,18878.40281,4942.159364,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-08,47123531,1030447,366658,0,663789,1397105,29647.71464,14086.14732,7780.78366,21866.93098,7780.78366,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-09,47123531,1227581,415486,0,812095,1643067,34867.23013,17233.32235,8816.953891,26050.27624,8816.953891,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-10,47123531,2216950,637132,0,1579818,2854082,60565.96226,33525.03445,13520.46391,47045.49835,13520.46391,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-11,47123531,3838439,912983,0,2925456,4751422,100829.0741,62080.57711,19374.2485,81454.82562,19374.2485,0
Low income,Least developed,world,Africa,Uganda,UGA,2021-12,47123531,8354808,1408222,0,6946586,9763030,207179.5087,147412.2557,29883.6265,177295.8822,29883.6265,0
Low income,Least developed,world,Africa,Uganda,UGA,2022-01,48432863,10896664,2015028,0,8881636,12911692,266589.4849,183380.363,41604.56094,224984.924,41604.56094,0
Low income,Least developed,world,Africa,Uganda,UGA,2022-03,48432863,14247523,10127207,0,4120316,24374730,503268.411,85072.73254,209097.8392,294170.5717,209097.8392,0
Low income,Least developed,world,Africa,Uganda,UGA,2022-04,48432863,15409049,10235247,54546,5173802,25698842,530607.534,106824.2032,211328.556,318152.7592,211328.556,1126.218782
Low income,Least developed,world,Africa,Uganda,UGA,2022-05,48432863,15753703,10663135,74990,5090568,26491828,546980.4253,105105.6594,220163.2185,325268.8779,220163.2185,1548.328869
Low income,Least developed,world,Africa,Uganda,UGA,2022-06,48432863,16032667,10966811,78309,5065856,27077787,559078.8015,104595.4273,226433.2588,331028.686,226433.2588,1616.85672
